id,mnemonic,synopsis,description,datatype,units,red_low,yellow_low,yellow_high,red_high,raw_red_low,raw_yellow_low,raw_yellow_high,raw_red_high,enumlist,conversion,parameters,section_id,section_name,archive
629,sma_ss_sig3_rslt,SMA Sine Sweep data validity result for signal 3,Bitmask that reports the data validity for signal 3,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
630,sma_ss_sig3_stdev,SMA Sine Sweep signal 3 data standard deviation,Calculated standard deviation for signal 3 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
631,sma_ss_sig4_mean,SMA Sine Sweep signal 4 mean data value,Calculated mean signal value for signal 4 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
632,sma_ss_sig4_midrng,SMA Sine Sweep signal 4 data midrange limit,Calculated midrange limit value for signal 4 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
633,sma_ss_sig4_rslt,SMA Sine Sweep data validity result for signal 4,Bitmask that reports the data validity for signal 4,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
634,sma_ss_sig4_stdev,SMA Sine Sweep signal 4 data standard deviation,Calculated standard deviation for signal 4 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
635,sma_ss_sig5_mean,SMA Sine Sweep signal 5 mean data value,Calculated mean signal value for signal 5 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
636,sma_ss_sig5_midrng,SMA Sine Sweep signal 5 data midrange limit,Calculated midrange limit value for signal 5 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
637,sma_ss_sig5_rslt,SMA Sine Sweep data validity result for signal 5,Bitmask that reports the data validity for signal 5,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
638,sma_ss_sig5_stdev,SMA Sine Sweep signal 5 data standard deviation,Calculated standard deviation for signal 5 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
639,sma_ss_sig6_mean,SMA Sine Sweep signal 6 mean data value,Calculated mean signal value for signal 6 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
640,sma_ss_sig6_midrng,SMA Sine Sweep signal 6 data midrange limit,Calculated midrange limit value for signal 6 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
641,sma_ss_sig6_rslt,SMA Sine Sweep data validity result for signal 6,Bitmask that reports the data validity for signal 6,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
642,sma_ss_sig6_stdev,SMA Sine Sweep signal 6 data standard deviation,Calculated standard deviation for signal 6 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
643,sma_ss_sig7_mean,SMA Sine Sweep signal 7 mean data value,Calculated mean signal value for signal 7 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
644,sma_ss_sig7_midrng,SMA Sine Sweep signal 7 data midrange limit,Calculated midrange limit value for signal 7 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
645,sma_ss_sig7_rslt,SMA Sine Sweep data validity result for signal 7,Bitmask that reports the data validity for signal 7,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
646,sma_ss_sig7_stdev,SMA Sine Sweep signal 7 data standard deviation,Calculated standard deviation for signal 7 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
647,sma_ss_test_state,SMA Sine Sweep Test State,Current execution state of the SMA Sine Sweep test,ENUM,DN,,,,,,,,,"NO_PROFILE:0, RUNNING:17, FAILED:34, ABORTED:51, COMPLETE:68",,,30,sma_sine_sweep_info,1
508,smc_act_lmt_sts,Status of the SMC Actuator Loop FPU Limit Checking,"Each bit in this telemety item represents an FPU out-of-limits condition on the corresponding Actuator Processing Loop FPU within the SMC
 FPGA. Bit 0 = FPU 0, Bit 1 = FPU 1, etc.",UINT16,DN,,,,,,,,,,,,26,sma_info1,1
509,smc_act_loop_period,The period of the SMC FPGA Actuator processing loop,This item reports the value of the SMC FPGA ACT_ADC_PERIOD register setting.,UINT16,DN,,,,,,,,,,,,26,sma_info1,1
510,smc_actadc_xa_ad1_en,Enable flag for Actuator ADCXA Dest Addr 1,This telemetry item reports the value of the ACT_ADC_XA_ADDR1_EN register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
511,smc_actadc_xa_ad2_en,Enable flag for Actuator ADC XA Dest Addr 2,This telemetry item reports the value of the ACT_ADC_XA_ADDR2_EN register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
512,smc_actadc_xa_addr1,Actuator ADC XA Destination Address 1,This telemetry item reports the value of the ACT_ADC_XA_ADDR1 register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
513,smc_actadc_xa_addr2,Actuator ADC XA Destination Address 2,This telemetry item reports the value of the ACT_ADC_XA_ADDR2 register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
514,smc_actadc_ya_ad1_en,Enable flag for Actuator ADC YA Dest Addr 1,This telemetry item reports the value of the ACT_ADC_YA_ADDR1_EN register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
515,smc_actadc_ya_ad2_en,Enable flag for Actuator ADC YA Dest Addr 2,This telemetry item reports the value of the ACT_ADC_YA_ADDR2_EN register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
516,smc_actadc_ya_addr1,Actuator ADC YA Destination Address 1,This telemetry item reports the value of the ACT_ADC_YA_ADDR1 register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
517,smc_actadc_ya_addr2,Actuator ADC YA Destination Address 2,This telemetry item reports the value of the ACT_ADC_YA_ADDR2 register field from the SMC FPGA,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
518,smc_cfg_tbl_id,SMC FPGA Configuration Table ID,Table ID of the configuration table used when initializing the SMC FPGA,ENUM,DN,,,,,,,,,"NONE:0, CFG_TBL_NOM:16, CFG_TBL_SPARE:17",,,28,sma_info2,1
519,smc_cmdfifo_stat,Number of words in the Command Buffer FIFO,"This item reports the value of the SMC FPGA CMD_BUF_FIFO_STATUS register setting. It indicates the number of words in the FIFO
 ready to be transferred.",UINT8,DN,,,,,,,,,,,,26,sma_info1,1
520,smc_cordic_control,Snapshot of the SMC FPGA CORDIC_CONTROL register,This item reports the value of the SMC FPGA CORDIC_CONTROL register,UINT32,DN,,,,,,,,,,,,26,sma_info1,1
521,smc_cordic_dest,Snapshot of the SMC FPGA CORDIC_DEST register,This item reports the value of the SMC FPGA CORDIC_DEST register setting,UINT8,DN,,,,,,,,,,,,26,sma_info1,1
522,smc_curr_drv_en,SMC FPGA Current Driver Output Enable Flag,This item reports the value of the SMC FPGA CUR_DRVR_DSM_OUT_EN register setting,ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,26,sma_info1,1
523,smc_dec_filt_act,SMC FPGA Actuator Loop Decimation Filter setting,This item reports the value of the SMC FPGA ACT_ADC_DEC_FILTER register setting,UINT8,DN,,,,,,,,,,,,26,sma_info1,1
524,smc_dec_filt_sns,SMC FPGA Sensor Loop Decimation Filter setting,This item reports the value of the SMC FPGA SNS_ADC_DEC_FILTER register setting,UINT8,DN,,,,,,,,,,,,26,sma_info1,1
525,smc_dither_out_en,Dither driver output enable flag,This item reports the value of the SMC FPGA DITHER_PWM_OUT_EN,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
526,smc_dither_phz,Dither driver phase change in radians,This item reports the value of the SMC FPGA DITHER_DRIVER_PHASE_CHANGE register setting,UINT32,DN,,,,,,,,,,,,28,sma_info2,1
527,smc_dsm_refin,Snapshot of the SMC FPGA DSM_REFIN register,This item reports the value of the SMC FPGA DSM_REFIN register,UINT32,DN,,,,,,,,,,,,26,sma_info1,1
528,smc_edac_scrub_state,SMC FGPA EDAC Scrubbing Enable Status,This item reports the value of the SMC FPGA EDAC_REG SCRUB setting,ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,26,sma_info1,1
529,smc_edac_shutdown,SMC FGPA EDAC auto-shutdown enable status,"This item reports the value of the SMC FPGA ""2BIT_ERR_SHUTDOWN"" fields from the EDAC_REG register. This telemetry item is a
 bitmask where each bit represents an auto-shutdown flag for an individual type of EDAC Error.
 Bit 6: RD_RAM_EDAC
 Bit 5: CMD_FIFO_EDAC
 Bit 4: ACT_LOOP_STOR_RAM_EDAC
 Bit 3: ACT_LOOP_CONF_RAM_EDAC
 Bit 2: SNS_LOOP_POS_RAM_EDAC
 Bit 1: SNS_LOOP_STOR_RAM_EDAC
 Bit 0: SNS_LOOP_CONF_RAM_EDAC",UINT8,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,26,sma_info1,1
530,smc_edac_test_data,SMC FPGA EDAC test data,"This item reports the value of the SMC FPGA WR_ECC_TEST_DATA field of the EDAC_REG register. It contains the test value to be used
 as the Error Code Correction (ECC)",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,26,sma_info1,1
531,smc_edac_test_en,Enable flag for the SMC FPGA EDAC data testing,"This item reports the value of the SMC FPGA WR_ECC_TEST_DATA_EN field of the EDAC_REG register. It indicates if the test mode is
 enabled or not",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,26,sma_info1,1
532,smc_fpga_state,State of the SMC FPGA (IDLE or OPERATIONAL),This telemetry item reports the SMC FPGA state from the CONTROL_STATE register,ENUM,DN,,,,,,,,,"IDLE:0, OPERATIONAL:1, MRAM_INIT:2",,,26,sma_info1,1
533,smc_fpga_version,SMC FPGA Revision and Configuration ID,"This item reports the value of the SMC FPGA FPGA_VERSION register:
 Bits 31:16: CFG_ID_* register settings. The FPGA's ""Configuration ID"" is controlled by the version number within the FPGA configuration file
 used to configure the FPGA for operations.
 Bits 15:8: FPGA MAJOR_REV
 Bits 7:0: FPGA MINOR_REV",UINT32,DN,,,,,,,,,,,,26,sma_info1,1
534,smc_misc_err,Spare bits in SMA_INFO section,"Cumulative error bits from the SMC MISC_ERR register. These bits indicate whether a control loop overcurrent and/or EDAC error occurred.
 To clear these bits in telemetry, use the CLEAR_LOG(EVENT) command.",UINT32,DN,,,,,,,,,,,,26,sma_info1,1
535,smc_misc_errs,Miscellaneous errors from the SMC FPGA,This item reports the value from the SMC FPGA MISC_ERR_REG register,UINT16,DN,,,,,,,,,,,,26,sma_info1,1
536,smc_mram_rst,MRAM IO pin logic level,This item reports the value of the SMC FPGA MRAM_RST_ZZ register setting,UINT8,DN,,,,,,,,,,,,26,sma_info1,1
537,smc_mram_stat,Indicates if MRAM is installed on the SMC board,This item reports the value of the SMC FPGA MRAM_STATUS register setting,ENUM,DN,,,,,,,,,"NO_MRAM:0, MRAM_INSTALLED:1",,,26,sma_info1,1
538,smc_pci_timer,Timer setting for the SMC FPGA PCI Timer,"This item reports the value of the SMC FPGA PCI_TIMER register setting. When enabled, this telemetry item indicates the timer's actual
 setting.",UINT16,DN,,,,,,,,,,,,26,sma_info1,1
539,smc_pcitlm_cmplt,SMC PCI telemetry collection completion setting,"This item reports the value of the SMC FPGA PCI_TLM_COMPLETION register setting. This value indicates whether the SMC FPGA
 should continuously collection PCI telemetry data, or only collection one set of data.",ENUM,DN,,,,,,,,,"CONTINUOUS:0, ONE_SHOT:1",,,26,sma_info1,1
540,smc_pcitlm_cnt,Number of telemetry words to collect - 1,"This item reports the value of the SMC FPGA PCI_TLM_CONTROL_COLLECT_COUNT register setting. This value indicates how many
 telemetry items to collect.",UINT8,DN,,,,,,,,,,,,26,sma_info1,1
541,smc_pcitlm_rate,SMC PCI telemetry collection rate,"This item reports the value of the SMC FPGA PCI_TLM_RATE register setting. This value indicates at what rate the telemetry collection is
 configured. Collection can be programmed to be synchronized with Actuator or Sensor Processing Loop rate, or a programmable multiple of
 the Sensor Processing Loop rate.",ENUM,DN,,,,,,,,,"DISABLED:0, SENS_LOOP_RATE:1, ACT_LOOP_RATE:2, SENS_LOOP_MULT:3",,,26,sma_info1,1
542,smc_sns_loop_period,The period of the SMC FPGA Sensor processing loop,This item reports the value of the SMC FPGA SENSOR_ADC_PERIOD register setting.,UINT16,DN,,,,,,,,,,,,26,sma_info1,1
543,smc_tlm_array,Variable-length array of SMC telemetry sets,"Variable-length array of timestamped SMC telemetry sets (see SMC_TLM_NUM_SETS, nominally 128).
 Each SMC telemetry set contains:
 1) 32-bit SMA timestamp
 2) Array of N 32-bit values (configured by SMC FPGA table, N=SMC_TLM_NUM_ITEMS-1):
 1) 32-bit floating point SMC tlm value,
 N) 32-bit floating point SMC tlm value,",UINT8[],DN,,,,,,,,,,,,27,smc_tlm,1
544,smc_tlm_col_period,Number of milliseconds between consecutive SMC TLM collections,"This telemetry item reports the amount of time in milliseconds that has elapsed between the previous SMC telemetry collection and the
 current one.",UINT16,msec,,,,,,,,,,,,28,sma_info2,1
545,smc_tlm_col_stat,Telemetry collection status for the SMC FPGA,This item reports the ICE FSW flag indicating if telemetry collection via the PCI interface has been enabled.,ENUM,DN,,,,,,,,,"COLLECT_NOM:17, COLLECT_DIAG:34, COLLECT_SMA_SS:51, DISABLED:221",,,28,sma_info2,1
546,smc_tlm_col_time,Amount of time in microseconds for the most recent TLM collection,"This telemetry item reports the amount of time in microseconds that it took to collect SMC telemetry from the board and copy it into
 processor RAM.",UINT16,US,,,,,,,,,,,,28,sma_info2,1
547,smc_tlm_loop_period,The period of the SMC FPGA telemetry collection loop,"This item reports the value of the SMC FPGA TLM_LOOP_PERIOD register setting. When item SMC_PCITLM_RATE is set to
 'SENS_LOOP_MULT', this telemtery item indicates the PCI telemetry collection rate in terms of number of Sensor Processing Loops
 between each telemetry collection. Refer to SMC FRD for information on how to configure this register.",UINT16,DN,,,,,,,,,,,,26,sma_info1,1
548,smc_tlm_num_items,Number of items in each SMC tlm set,"Number of 32-bit items (including the timestamp) in each SMC telemetry set. This value is in the range 2-64.
 This value should be 16 for nominal telemetry collection.
 This value is configured by the SMC FPGA table.",UINT8,DN,,,,,,,,,,,,27,smc_tlm,1
549,smc_tlm_num_sets,Number of complete SMC Telemetry Sets,"Number of complete SMA telemetry sets contained within the SMC_TLM packet.
 This value should be 128 for nominal telemetry collection.
 This value changes depending on the value of SMC_TLM_NUM_ITEMS: configuring the SMC to collect a number of items different from
 4/8/16/32/64 might cause a partial telemetry set to be included in the SMC_TLM packet.",UINT32,DN,,,,,,,,,,,,27,smc_tlm,1
550,smc_tlm_output,Indicates if SMC Telemetry Data is being output to SpW,This item reports the ICE FSW flag used to indicate if SMC telemetry will be output via SpW as it is collected,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,28,sma_info2,1
551,smc_tlm_partial_set_bytes,Number of bytes in the last partial set,"Size of the last, partial (incomplete) SMC telemetry set.
 This value should be zero for nominal telemetry collection.
 This value changes depending on the value of SMC_TLM_NUM_ITEMS: configuring the SMC to collect a number of items different from
 4/8/16/32/64 might cause a partial telemetry set to be included in the SMC_TLM packet.",UINT8,DN,,,,,,,,,,,,27,smc_tlm,1
552,smc_tlm_time_day,SMC telemetry ISR timestamp (Day),SMC telemetry ISR timestamp (Day),UINT16,DN,,,,,,,,,,,,27,smc_tlm,1
553,smc_tlm_time_msec,SMC telemetry ISR timestamp (msec),SMC telemetry ISR timestamp (milliseconds),UINT32,DN,,,,,,,,,,,,27,smc_tlm,1
554,smc_tlm_time_usec,SMC telemetry ISR timestamp (usec),SMC telemetry ISR timestamp (microseconds),UINT16,DN,,,,,,,,,,,,27,smc_tlm,1
555,sns_fpu_lmt_0_31,Sensor Loop FPU Limit Settings for FPUs 0 - 31,"This item reports the limit status for FPUs 0-31. This telemetry item is a bit field where each bit in the register maps to a single FPU limit
 flag. For all bits, 0=Limit not exceeded, and 1=Limit exceeded",UINT32,DN,,,,,,,,,,,,26,sma_info1,1
556,sns_fpu_lmt_32_63,Sensor Loop FPU Limit Settings for FPUs 32 - 63,"This item reports the limit status for FPUs 32 - 63. This telemetry item is a bit field where each bit in the register maps to a single FPU limit
 flag. For all bits, 0=Limit not exceeded, and 1=Limit exceeded",UINT32,DN,,,,,,,,,,,,26,sma_info1,1
557,spw_disc_cnt,Number of SpW Disconnect Errors,This counter reports the total number of times the SpaceWire link lost connection.,UINT32,DN,,,,,,,,,,,,22,spw_chn_lnk,1
558,spw_err_bits,SpaceWire link error bits,"The cumulative error bits of the SpaceWire link.
 Bit 0 - FLOW_CTRL_ERR1
 Bit 1 - FLOW_CTRL_ERR2
 Bit 2 - ESCAPE_ERROR
 Bit 3 - CHAR_SEQ_ERR",UINT8,DN,-1,-1,1,1,,,,,,,,22,spw_chn_lnk,1
559,spw_link_active,SpaceWire link is active,The active/down status of the SpaceWire link.,ENUM,DN,-1,-1,1,1,,,,,"ACTIVE:0, DOWN:1:r",,,22,spw_chn_lnk,1
560,spw_link_stat,SpaceWire link status,The current status of the SpaceWire link.,ENUM,DN,,,,,,,,,"RESET:0, ERR_RESET:1, ERR_WAIT:2, READY:3, STARTED:4, PRE_CONN:5, CONNECTING:6, RUNNING:7, TEST_WAIT:8:r, TEST_RUN:9:r",,,22,spw_chn_lnk,1
561,spw_par_err_cnt,Number of SpW Parity Errors,This counter reports the total number of SpaceWire parity errors.,UINT32,DN,-1,-1,1,1,,,,,,,,22,spw_chn_lnk,1
562,spw_port_sel,SpaceWire port selected,The selected port of the SpaceWire link.,ENUM,DN,,,,,,,,,"PRIMARY:0, REDUNDANT:1",,,22,spw_chn_lnk,1
563,spw_rcvd_bits,SpaceWire link received bits,"The cumulative received bits of the SpaceWire link.
 Bit 0 - NULL_CHAR_RCVD
 Bit 1 - FLOW_CTRL_RCVD
 Bit 2 - DATA_CHAR_RCVD",UINT8,DN,,,,,,,,,,,,22,spw_chn_lnk,1
564,spw_rx_byte_cnt,Number of SpW Bytes Received,This counter reports the total number of SpaceWire bytes received.,UINT32,DN,,,,,,,,,,,,22,spw_chn_lnk,1
565,spw_rx_pkt_cnt,Number of SpW Packets Received,This counter reports the total number of SpaceWire packets received.,UINT32,DN,,,,,,,,,,,,22,spw_chn_lnk,1
566,spw_rx_pkt_err_cnt,Number of SpW Packets RX Errors,This counter reports the total number of SpaceWire packets received with errors.,UINT16,DN,,,1,1,,,,,,,,22,spw_chn_lnk,1
567,spw_rx_sbe_cnt,SpaceWire RX single bit error counter,This item indicates the number of single-bit errors detected by the MDF FPGA in the SpaceWire Receive FIFO.,UINT16,DN,,,1,1,,,,,,,,16,util_info,1
568,spw_tx_pkt_err_cnt,Number of SpW Packets TX Errors,This counter reports the total number of SpaceWire packets transmitted with errors.,UINT16,DN,,,1,1,,,,,,,,22,spw_chn_lnk,1
569,spw_tx_sbe_cnt,SpaceWire TX single bit error counter,This item indicates the number of single-bit errors detected by the MDF FPGA in the SpaceWire Transmit FIFO.,UINT16,DN,,,1,1,,,,,,,,16,util_info,1
570,sync,Synchronization Word,Synchronization Word,UINT32,DN,,,,,,,,,,,,3,ccsds_sec_header,1
571,tbl_bad_crcs,Number of bad CRCs detected,"This telemetry item is affected whenever a Table CRC is calculated, which can occur during table upload activites or whenever the
 TBL_CHECK_CRC command is executed.",UINT16,DN,,,,,,,,,,,,8,tbl_info,1
572,tbl_copy_cntr,Total number of table copies,Note: This telemetry Item will be reset to an initial value as a result of the CLRLOG Command.,UINT16,DN,,,,,,,,,,,,8,tbl_info,1
573,tbl_good_crcs,Number of good CRCs detected,"This telemetry item is affected whenever a Table CRC is calculated, which can occur during table upload activites or whenever the
 TBL_CHECK_CRC command is executed.",UINT16,DN,,,,,,,,,,,,8,tbl_info,1
574,tbl_last_crc,Last CRC value calculated by the flight software,"This telemetry item is affected whenever a Table CRC is calculated, which can occur during table upload activites or whenever the
 TBLCHECKCRC command is executed.",UINT32,DN,,,,,,,,,,,,8,tbl_info,1
575,tbl_last_crc_valid,Status of the last CRC performed,Status of the last CRC performed,ENUM,DN,,,,,,,,,"CRC_FAILED:0:r, CRC_VALID:1",,,8,tbl_info,1
576,tbl_nvm_ena,Flag indicating if table upload to NVM is enabled,Flag indicating if table upload to NVM is enabled,ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,8,tbl_info,1
577,tbl_state,Current state of the Memory Tables CSU,Current state of the Memory Tables CSU,ENUM,DN,,,,,,,,,"IDLE:0, UPL_IN_PROG:1, CRC_CHECK:2, COPYING:3",,,8,tbl_info,1
578,tcusa,Subaddress for time code update messages,This telemetry item reports the subaddress for Time Code Update messages from the 1553 config table.,UINT8,DN,,,,,,,,,,,,10,1553_tlm,1
579,time_day,CCSDS Timestamp - Day,"Days since Epoch of 12am Jan 1, 2000",UINT16,DN,,,,,,,,,,,,3,ccsds_sec_header,1
580,time_msecs,CCSDS Timestamp - Milliseconds,CCSDS Timestamp - Milliseconds,UINT32,DN,,,,,,,,,,,,3,ccsds_sec_header,1
581,time_usecs,CCSDS Timestamp - Microseconds,CCSDS Timestamp - Microseconds,UINT16,DN,,,,,,,,,,,,3,ccsds_sec_header,1
582,tlm_collect_state,FPE telemetry collection enable flag,This is a keyed register that can disable onboard telemetry collection,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
583,tlm_ld_time_ms,Amount of time required to load last Tlm set (Milliseconds),"The 'Milliseconds' portion of the calculated time delta required to reload the complete telemetry RDR into the 1553 memory.
 Time is calculated from when the 1553 interrupt is received until the compelte RDR has been written.",UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
584,tlm_ld_time_us,Amount of time required to load last Tlm set (Microseconds),"The 'Microseconds' portion of the calculated time delta required to reload the complete telemetry RDR into the 1553 memory.
 Time is calculated from when the 1553 interrupt is received until the compelte RDR has been written.",UINT16,DN,,,,,,,,,,,,10,1553_tlm,1
585,tlm_thresh_int_msk,Interrupt mask bit for the SMC Telemetry Buffer Threshold,This item reports the interrupt mask (enable/disable) state for the SMC FPGA TLM_BUF_THRESH interrupt,ENUM,DN,,,,,,,,,"ENABLED:0, MASKED:1",,,26,sma_info1,1
586,type,CCSDS Type,CCSDS Type,UINT8,DN,,,,,,,,,,,,2,ccsds_pri_header,1
587,unexp_safe_cnt,Number of unexpected SAFE signals received by the ICE,"This telemetry item reports the number of SAFE signals received by the ICE on an unexpected input line. The expected/allowed input lines
 are set in the Global Configuration table.",UINT16,DN,,,,,,,,,,,,16,util_info,1
588,unknown_int_cnt,Number of unknown interrupts received,This telemetry item reports the total number of unknown interrupts received,UINT32,DN,,,,,,,,,,,,16,util_info,1
589,upl_last_nvm,Flag indicating if last table upload was to NVM,Flag indicating if last table upload was to NVM,UINT8,DN,,,,,,,,,,,,8,tbl_info,1
590,upl_last_tbl_id,ID of the last table uploaded,ID of the last table uploaded,UINT8,DN,,,,,,,,,,,,8,tbl_info,1
591,upl_num_msgs,Total number of uploads received during an upload sequence,Total number of uploads received during an upload sequence,UINT16,DN,,,,,,,,,,,,8,tbl_info,1
592,uploadnumsa,Number of upload subaddresses,This telemetry item reports the number of upload subaddresses from the 1553 config table.,UINT8,DN,,,,,,,,,,,,10,1553_tlm,1
593,uploadsa1,First subaddress for upload data,This telemetry item reports the first subaddress for uploads from the 1553 config table.,UINT8,DN,,,,,,,,,,,,10,1553_tlm,1
594,util_spare1,Spare unused bits in UTIL_INFO section,Used to pad to even number of bytes,UINT8,DN,,,,,,,,,,,,16,util_info,1
595,version,CCSDS Version,CCSDS Version,UINT8,DN,,,,,,,,,,,,2,ccsds_pri_header,1
596,vid_adc1_addr,Video ADC #1 address to read/write data from/to,Video ADC #1 address to read/write data from/to,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
597,vid_adc1_data,Data read from or written to the Video ADC #1,Data read from or written to the Video ADC #1,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
598,vid_adc1_rd_wr,Video ADC #1 Read/Write Flag,Video ADC #1 Read/Write Flag,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
599,vid_adc1_start,Start bit for commanding Video ADC #1,Start bit for commanding Video ADC #1,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
600,vid_adc2_addr,Video ADC #2 address to read/write data from/to,Video ADC #2 address to read/write data from/to,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
601,vid_adc2_data,Data read from or written to the Video ADC #2,Data read from or written to the Video ADC #2,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
602,vid_adc2_rd_wr,Video ADC #2 Read/Write Flag,Video ADC #2 Read/Write Flag,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
603,vid_adc2_start,Start bit for commanding Video ADC #2,Start bit for commanding Video ADC #2,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
604,wdog_dur,Watchdog timeout duration,"Duration of the watchdog timer in 100ms increments. Resolution is 100ms per count, and zero is equivalent to 100ms. Actual duration is:
 100 ms + n*100 ms, where 'n' is the value of this telemetry item.
 The default watchdog timer duration is set in the Global Configuration table.",UINT8,DN,,,,,,,,,,,,16,util_info,1
605,wdog_state,Watchdog enable/disable state,The enable state of the ICE watchdog,ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,16,util_info,1
606,wdog_strk_cnt,Watchdog stroke counter,This telemetry item reports the number of time the FSW has stroked the watchdog,UINT32,DN,,,,,,,,,,,,16,util_info,1
1000,adc_cal0_tmp_mux0_derived,ADC_CAL0_TMP_MUX0,ADC_CAL0_TMP_MUX0,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal0_tmp_mux0 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1001,adc_cal0_tmp_mux1_derived,ADC_CAL0_TMP_MUX1,ADC_CAL0_TMP_MUX1,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal0_tmp_mux1 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1002,adc_cal0_tmp_mux2_derived,ADC_CAL0_TMP_MUX2,ADC_CAL0_TMP_MUX2,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal0_tmp_mux2 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
1003,adc_cal1_tmp_mux0_derived,ADC_CAL1_TMP_MUX0,ADC_CAL1_TMP_MUX0,FLOAT32,deg_C,,,,,,,,,,DERIVED:steinhart_hart,adc_cal1_tmp_mux0 0.00146451404336925 0.00023877956354964 9.98191547326879e-08,12,adc_tlm,1
